addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode,showflag,lDongRegnCd,lDongSignguCd,lclsSystm1,lclsSystm2,lclsSystm3
경기도 김포시 고촌읍 아라육로152번길 100,3층,,,,,2912472,38,20221031170623,https://tong.visitkorea.or.kr/cms/resource/24/4021324_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/24/4021324_image3_1.jpg,Type3,126.785233626536,37.5972368549658,6,20260318101005,,,코오롱스포츠 현대프리미엄아울렛 김포점,10135,1,41,570,SH,SH04,SH040300
인천광역시 연수구 송도국제대로 123 (송도동),B1층,,,,,2911501,38,20221031190446,https://tong.visitkorea.or.kr/cms/resource/23/4022223_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/23/4022223_image3_1.jpg,Type3,126.657917047216,37.3816291013573,6,20260326092041,,,코오롱스포츠 현대프리미엄아울렛 송도점,21984,1,28,185,SH,SH04,SH040300
경기도 남양주시 다산순환로 50 (다산동),3층,,,,,4025350,38,20260226232458,https://tong.visitkorea.or.kr/cms/resource/41/4044741_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/41/4044741_image3_1.jpg,Type3,127.152429100255,37.616257926116,,20260330091611,,,코오롱스포츠 현대프리미엄아울렛 스페이스원점,12248,1,41,360,SH,SH04,SH040300
서울특별시 강남구 언주로154길 14 (신사동),1층,,,,,4026735,38,20260228070053,https://tong.visitkorea.or.kr/cms/resource/95/4043495_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/95/4043495_image3_1.jpg,Type3,127.034550644189,37.5232151485665,,20260327092150,,,코오롱인더스트리FNC부문 지포어 서울점,06021,1,11,680,SH,SH04,SH040300
경기도 시흥시 서해안로 699 (배곧동),,,,,,2922458,38,20221031153640,https://tong.visitkorea.or.kr/cms/resource/44/4021344_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/44/4021344_image3_1.jpg,Type3,126.736985310798,37.3796755964231,6,20260330091611,,,코우치 신세계사이먼프리미엄아울렛 시흥점,15010,1,41,390,SH,SH04,SH040300
부산광역시 해운대구 우동1로 43 (우동),,,B02,B0201,B02010700,3101923,32,20240217093538,,,,129.1573774270,35.1653680384,6,20240731103350,,010-6263-9727,코즈플랫,48088,1,26,350,AC,AC03,AC030100
서울특별시 영등포구 신길로 141 (신길동),,,,,,4012610,38,20260206222441,https://tong.visitkorea.or.kr/cms/resource/41/4043241_image2_1.png,https://tong.visitkorea.or.kr/cms/resource/41/4043241_image3_1.png,Type3,126.910284876715,37.5050138749978,,20260327092150,,,코지마 롯데하이마트 신길점,07395,1,11,560,SH,SH04,SH040300
서울특별시 용산구 대사관로5길 11 (한남동),2층,,,,,4009401,38,20260130172525,https://tong.visitkorea.or.kr/cms/resource/94/4022094_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/94/4022094_image3_1.jpg,Type3,127.000667425775,37.5348260030621,,20260316105417,,,코지모지 서울,04400,1,11,170,SH,SH04,SH040300
경기도 성남시 분당구 황새울로360번길 42 (서현동),2층,,,,,4025386,38,20260227000249,https://tong.visitkorea.or.kr/cms/resource/21/4044821_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/21/4044821_image3_1.jpg,Type3,127.122703082975,37.3851022326251,,20260327092150,,,코치 AK플라자 분당점,13591,1,41,135,SH,SH04,SH040300
경기도 수원시 팔달구 덕영대로 924 (매산로1가),1층,,,,,2910218,38,20221031154353,https://tong.visitkorea.or.kr/cms/resource/79/4019179_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/79/4019179_image3_1.jpg,Type3,127.000179930083,37.2655920786365,6,20260327092150,,,코치 AK플라자 수원점,16622,1,41,115,SH,SH04,SH040300
서울특별시 영등포구 국제금융로 10 (여의도동),,,,,,4027157,38,20260228194246,https://tong.visitkorea.or.kr/cms/resource/39/4044739_image2_1.png,https://tong.visitkorea.or.kr/cms/resource/39/4044739_image3_1.png,Type3,126.924876706923,37.5251775245928,,20260330091611,,,코치 IFC몰점,07326,1,11,560,SH,SH04,SH040300
충청남도 천안시 서북구 공원로 227 (불당동),1층,,,,,4026897,38,20260228132351,https://tong.visitkorea.or.kr/cms/resource/86/4045086_image2_1.png,https://tong.visitkorea.or.kr/cms/resource/86/4045086_image3_1.png,Type3,127.104726252319,36.800564020263,,20260330091611,,,코치 갤러리아백화점 센터시티점,31168,1,44,133,SH,SH04,SH040300
서울특별시 강남구 도곡로 401 (대치동),1층,,,,,2914082,38,20221030191233,https://tong.visitkorea.or.kr/cms/resource/83/4018683_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/83/4018683_image3_1.jpg,Type3,127.053254695846,37.496979324799,6,20260327092150,,,코치 롯데백화점 강남점,06206,1,11,680,SH,SH04,SH040300
광주광역시 동구 독립로 268 (대인동),,,,,,3305678,38,20240221202508,https://tong.visitkorea.or.kr/cms/resource/59/4020559_image2_1.jpeg,https://tong.visitkorea.or.kr/cms/resource/59/4020559_image3_1.jpeg,Type3,126.912183450401,35.1545578614526,6,20260317101259,,,코치 롯데백화점 광주점,61470,1,29,110,SH,SH04,SH040300
서울특별시 강서구 하늘길 지하77 (방화동),1층,,,,,4026783,38,20260228082840,https://tong.visitkorea.or.kr/cms/resource/49/4045049_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/49/4045049_image3_1.jpg,Type3,126.801278424065,37.562313207852,,20260330091611,,,코치 롯데백화점 김포공항점,07505,1,11,,SH,SH04,SH040300
서울특별시 노원구 동일로 1414 (상계동),1층,,,,,4027097,38,20260228181019,https://tong.visitkorea.or.kr/cms/resource/55/4045055_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/55/4045055_image3_1.JPG,Type3,127.061391730931,37.6552787315469,,20260327092150,,,코치 롯데백화점 노원점,01695,1,11,350,SH,SH04,SH040300
대전광역시 서구 계룡로 598 (괴정동),1층,,,,,4026952,38,20260228145935,https://tong.visitkorea.or.kr/cms/resource/19/4044719_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/19/4044719_image3_1.JPG,Type3,127.389548388967,36.3406861255513,,20260330091611,,,코치 롯데백화점 대전점,35299,1,30,170,SH,SH04,SH040300
경기도 화성시 동탄구 동탄역로 160 (오산동),2층,,,,,4026379,38,20260227205943,https://tong.visitkorea.or.kr/cms/resource/46/4045846_image2_1.png,https://tong.visitkorea.or.kr/cms/resource/46/4045846_image3_1.png,Type3,127.098203113972,37.200666359626,,20260330091611,,,코치 롯데백화점 동탄점,18478,1,41,597,SH,SH04,SH040300
서울특별시 중구 남대문로 81 (소공동),2층,,,,,2900663,38,20221030220057,https://tong.visitkorea.or.kr/cms/resource/94/4019994_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/94/4019994_image3_1.jpg,Type3,126.981730421825,37.5647299033135,6,20260327092150,,,코치 롯데백화점 본점,04533,1,11,140,SH,SH04,SH040300
경상남도 창원시 성산구 중앙대로 124 (상남동),1층,,,,,4012174,38,20260205213512,https://tong.visitkorea.or.kr/cms/resource/52/4043852_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/52/4043852_image3_1.JPG,Type3,128.681839748806,35.2245696276926,,20260330091611,,,코치 롯데백화점 창원점,51494,1,48,123,SH,SH04,SH040300
경기도 용인시 기흥구 신고매로 124 (고매동),,,,,,3307601,38,20240202174737,https://tong.visitkorea.or.kr/cms/resource/24/4021924_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/24/4021924_image3_1.jpg,Type3,127.121283960956,37.2255419641124,6,20260318101005,,,코치 롯데프리미엄아울렛 기흥점,17087,1,41,463,SH,SH04,SH040300
경상남도 김해시 장유로 469 (신문동),1층,,,,,2915109,38,20221031134532,https://tong.visitkorea.or.kr/cms/resource/22/4023322_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/22/4023322_image3_1.jpg,Type3,128.829596369018,35.1850621204763,6,20260318101005,,,코치 롯데프리미엄아울렛 김해점,51011,1,48,250,SH,SH04,SH040300
부산광역시 기장군 기장읍 기장해안로 147,1층,,,,,2911497,38,20221031100237,https://tong.visitkorea.or.kr/cms/resource/27/4022827_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/27/4022827_image3_1.jpg,Type3,129.212495349946,35.1923229796397,6,20260318101005,,051-901-2129,코치 롯데프리미엄아울렛 동부산점,46084,1,26,710,SH,SH04,SH040300
경기도 의왕시 바라산로 1 (학의동),1층,,,,,4011858,38,20260204220542,https://tong.visitkorea.or.kr/cms/resource/78/4043378_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/78/4043378_image3_1.JPG,Type3,127.010277326166,37.3758168645238,,20260327092150,,,코치 롯데프리미엄아울렛 의왕점,16016,1,41,430,SH,SH04,SH040300
경기도 파주시 문발로 302 (문발동),1층,,,,,2902412,38,20221031150847,https://tong.visitkorea.or.kr/cms/resource/08/4023708_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/08/4023708_image3_1.jpg,Type3,126.693170994575,37.7196781475393,6,20260327092150,,,코치 롯데프리미엄아울렛 파주점,10881,1,41,480,SH,SH04,SH040300
경기도 하남시 미사대로 750 (신장동),2층,,,,,2923919,38,20221031233004,https://tong.visitkorea.or.kr/cms/resource/51/4018851_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/51/4018851_image3_1.jpg,Type3,127.223940331575,37.5454041231797,6,20260327092150,,,코치 스타필드 하남점,12942,1,41,450,SH,SH04,SH040300
서울특별시 서초구 신반포로 176 (반포동),4층,,,,,4025699,38,20260227104646,https://tong.visitkorea.or.kr/cms/resource/18/4045118_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/18/4045118_image3_1.JPG,Type3,127.002413006799,37.5039351769908,,20260330091611,,,코치 신세계백화점 강남점,06546,1,11,650,SH,SH04,SH040300
경상남도 김해시 김해대로 2232 (외동),1층,,,,,2925736,38,20221030173601,https://tong.visitkorea.or.kr/cms/resource/31/4019431_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/31/4019431_image3_1.jpg,Type3,128.872242572055,35.2293396295983,6,20260316105417,,,코치 신세계백화점 김해점,50938,1,48,250,SH,SH04,SH040300
부산광역시 해운대구 센텀남대로 35 (우동),2층,,,,,2907748,38,20221030171624,https://tong.visitkorea.or.kr/cms/resource/97/4019297_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/97/4019297_image3_1.jpg,Type3,129.129523260187,35.1688178394069,6,20260327092150,,051-745-1233,코치 신세계백화점 센텀시티점,48058,1,26,350,SH,SH04,SH040300
제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,,,,,,3305535,38,20240202160103,https://tong.visitkorea.or.kr/cms/resource/09/4024209_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/09/4024209_image3_1.jpg,Type3,126.31635202613,33.3049726791712,6,20260330091611,,,코치 신세계사이먼프리미엄 아울렛 제주점,63522,1,50,130,SH,SH04,SH040300
부산광역시 기장군 장안읍 정관로 1133,1층,,,,,4012392,38,20260206033652,https://tong.visitkorea.or.kr/cms/resource/56/4044556_image2_1.png,https://tong.visitkorea.or.kr/cms/resource/56/4044556_image3_1.png,Type3,129.236072800234,35.3249413082094,,20260330091611,,,코치 신세계사이먼프리미엄아울렛 부산점,46029,1,26,710,SH,SH04,SH040300
경기도 여주시 명품로 360 (상거동),,,,,,2911401,38,20221031160509,https://tong.visitkorea.or.kr/cms/resource/86/4021986_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/86/4021986_image3_1.jpg,Type3,127.612385423931,37.2459466972835,6,20260326092041,,,코치 신세계사이먼프리미엄아울렛 여주점,12646,1,41,670,SH,SH04,SH040300
경기도 파주시 탄현면 필승로 200,,,,,,2924539,38,20221031173514,https://tong.visitkorea.or.kr/cms/resource/83/4023983_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/83/4023983_image3_1.jpg,Type3,126.695385303664,37.769351232912,6,20260327092150,,,코치 신세계사이먼프리미엄아울렛 파주점,10862,1,41,480,SH,SH04,SH040300
서울특별시 서대문구 신촌로 83 (창천동),1층,,,,,2931737,38,20221031085948,https://tong.visitkorea.or.kr/cms/resource/73/4019973_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/73/4019973_image3_1.jpg,Type3,126.935844876509,37.5560830579515,6,20260327092150,,,코치 현대백화점 신촌점,03789,1,11,410,SH,SH04,SH040300
경기도 김포시 고촌읍 아라육로152번길 100,,,,,,4025316,38,20260226230516,https://tong.visitkorea.or.kr/cms/resource/45/4045145_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/45/4045145_image3_1.JPG,Type3,126.785233626536,37.5972368549658,,20260330091611,,,코치 현대프리미엄아울렛 김포점,10135,1,41,570,SH,SH04,SH040300
대전광역시 유성구 테크노중앙로 123 (용산동),1층,,,,,4026980,38,20260228153654,https://tong.visitkorea.or.kr/cms/resource/28/4044728_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/28/4044728_image3_1.JPG,Type3,127.398516767788,36.4234369155218,,20260330091611,,,코치 현대프리미엄아울렛 대전점,34030,1,30,200,SH,SH04,SH040300
인천광역시 연수구 송도국제대로 123 (송도동),,,,,,2924642,38,20221031161826,https://tong.visitkorea.or.kr/cms/resource/95/4020995_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/95/4020995_image3_1.jpg,Type3,126.657917047216,37.3816291013573,6,20260327092150,,,코치 현대프리미엄아울렛 송도점,21984,1,28,185,SH,SH04,SH040300
서울특별시 중구 명동4길 17-1 (명동2가),,,,,,4012769,38,20260207014458,https://tong.visitkorea.or.kr/cms/resource/19/4024619_image2_1.jpeg,https://tong.visitkorea.or.kr/cms/resource/19/4024619_image3_1.jpeg,Type3,126.983865540682,37.5628542498862,,20260318101005,,,코코리아 명동지점,04536,1,11,140,SH,SH04,SH040300
서울특별시 중구 을지로 56 (을지로2가),1층,,,,,2905080,38,20221031184234,https://tong.visitkorea.or.kr/cms/resource/98/4044598_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/98/4044598_image3_1.jpg,Type3,126.983981351112,37.5659202658578,6,20260327092150,,,코코약국,04534,1,11,140,SH,SH04,SH040300
서울특별시 강남구 강남대로 406 (역삼동),2층,,,,,2908241,38,20221031213011,https://tong.visitkorea.or.kr/cms/resource/45/4017245_image2_1.png,https://tong.visitkorea.or.kr/cms/resource/45/4017245_image3_1.png,Type3,127.027637005361,37.4989106629232,6,20260316103559,,02-539-1500,코코온누리약국 강남,06134,1,11,680,SH,SH04,SH040300
서울특별시 성동구 아차산로 48 (성수동1가),1층,,,,,4013646,38,20260216151944,https://tong.visitkorea.or.kr/cms/resource/11/4024311_image2_1.jpeg,https://tong.visitkorea.or.kr/cms/resource/11/4024311_image3_1.jpeg,Type3,127.049513643301,37.5463214831341,,20260318101005,,,코코온누리약국 뚝섬,04779,1,11,200,SH,SH04,SH040300
서울특별시 중구 남대문로 42 (충무로1가),B1층,,,,,4012743,38,20260207010210,https://tong.visitkorea.or.kr/cms/resource/92/4023892_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/92/4023892_image3_1.jpg,Type3,126.980506243811,37.5610364328019,,20260318101005,,,콜렉트안경 신세계백화점 본점 더헤리티지,04530,1,11,140,SH,SH04,SH040300
서울특별시 중구 퇴계로 51-1 (남창동),,,,,,2907485,38,20221030153904,https://tong.visitkorea.or.kr/cms/resource/77/4020477_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/77/4020477_image3_1.jpg,Type3,126.977911580591,37.5586351794001,6,20260316105417,,,콜핑 남대문점,04529,1,11,140,SH,SH04,SH040300
경기도 군포시 번영로 504 (산본동),3층,,,,,3306196,38,20240202154136,https://tong.visitkorea.or.kr/cms/resource/77/4023677_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/77/4023677_image3_1.jpg,Type3,126.933175158373,37.3581051591978,6,20260327092150,,,콜핑 뉴코아아울렛 산본점,15862,1,41,410,SH,SH04,SH040300
부산광역시 기장군 기장읍 기장해안로 147,,,,,,2925615,38,20221031074910,https://tong.visitkorea.or.kr/cms/resource/08/4023008_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/08/4023008_image3_1.jpg,Type3,129.212495349946,35.1923229796397,6,20260318101005,,051-901-2630,콜핑 롯데프리미엄아울렛 동부산점,46084,1,26,710,SH,SH04,SH040300
경기도 광명시 철망산로 87 (철산동),,,,,,3306555,38,20240202162634,https://tong.visitkorea.or.kr/cms/resource/17/4017917_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/17/4017917_image3_1.jpg,Type3,126.87737444432,37.4703321790865,6,20260316105417,,,콜핑 세이브존 광명점,14243,1,41,210,SH,SH04,SH040300
서울특별시 양천구 목동동로 309 (목동),3층,,,,,2923325,38,20221030235922,https://tong.visitkorea.or.kr/cms/resource/40/4018240_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/40/4018240_image3_1.jpg,Type3,126.875984665042,37.5292109947037,6,20260327092150,,,콜핑 행복한백화점,07997,1,11,470,SH,SH04,SH040300
경기도 파주시 탄현면 필승로 200,1층,,,,,2914170,38,20221031144531,https://tong.visitkorea.or.kr/cms/resource/43/4042043_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/43/4042043_image3_1.jpg,Type3,126.695385303664,37.769351232912,6,20260326092041,,,콜한 핏플랍 신세계사이먼프리미엄아울렛 파주점,10862,1,41,480,SH,SH04,SH040300
전북특별자치도 완주군 이서면 신지앵곡길 237-10,,37,B02,B0201,B02011100,2697881,32,20201214233053,,,,127.0316529740,35.8036857071,,20241224172430,8,,콩쥐팥쥐 관광 한옥리조트,55368,1,52,710,AC,AC06,AC060200
서울특별시 서초구 효령로 304 (서초동),9층,,,,,4025712,38,20260227105938,https://tong.visitkorea.or.kr/cms/resource/03/4042103_image2_1.jpeg,https://tong.visitkorea.or.kr/cms/resource/03/4042103_image3_1.jpeg,Type3,127.017803806463,37.4847315992014,,20260326092041,,,쿄우마샵,06720,1,11,650,SH,SH04,SH040300
경기도 파주시 문발로 284 (문발동),1층,,,,,2929100,38,20221031150609,https://tong.visitkorea.or.kr/cms/resource/62/4023662_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/62/4023662_image3_1.jpg,Type3,126.692549074164,37.7180926232465,6,20260327092150,,,쿠론 롯데프리미엄아울렛 파주점,10881,1,41,480,SH,SH04,SH040300
경기도 파주시 탄현면 필승로 200,1층,,,,,2915110,38,20221031170624,https://tong.visitkorea.or.kr/cms/resource/59/4022459_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/59/4022459_image3_1.jpg,Type3,126.695385303664,37.769351232912,6,20260326092041,,,쿠론 신세계사이먼프리미엄아울렛 파주점,10862,1,41,480,SH,SH04,SH040300
